(14,98,15)
(55,91,26)
(6,10,16)
(67,70,2)
(94,47,40)
(76,25,17)
(71,43,16)
(95,72,8)
(34,37,78)
(76,89,33)
(61,55,85)
(97,81,76)
(81,82,15)
(98,90,66)
(27,53,16)
(85,20,26)
(2,35,32)
(11,31,81)
(21,38,62)
(36,50,31)
(18,62,2)
(52,34,52)
(78,65,40)
(84,30,92)
(11,28,85)
(30,35,2)
(92,91,0)
(73,48,71)
(81,40,31)
(6,90,66)
(69,76,0)
(61,74,72)
(32,43,59)
(90,14,22)
(61,20,27)
(99,97,38)
(2,70,95)
(76,39,35)
(32,84,85)
(16,97,15)
(65,13,61)
(17,10,68)
(53,80,75)
(66,96,0)
(91,58,89)
(60,15,9)
(99,85,45)
(93,72,73)
(96,42,79)
(81,36,85)
(84,26,59)
(83,75,99)
(32,53,19)
(31,91,66)
(44,47,69)
(14,97,23)
(78,68,19)
(54,4,43)
(72,33,14)
(60,75,3)
(73,55,96)
(58,77,58)
(78,13,95)
(54,52,2)
(37,69,49)
(90,62,16)
(75,71,84)
(38,33,69)
(0,56,11)
(29,93,10)
(90,61,80)
(30,5,88)
(14,8,28)
(17,73,6)
(3,33,60)
(53,73,30)
(26,87,9)
(93,94,26)
(4,31,28)
(32,9,92)
(98,93,81)
(12,85,18)
(51,15,62)
(84,95,15)
(21,77,97)
(47,40,40)
(1,42,27)
(47,28,0)
(95,23,86)
(44,28,8)
(89,79,88)
(23,24,84)
(97,24,45)
(96,74,49)
(76,48,0)
(66,90,28)
(14,40,69)
(75,79,15)
(96,29,39)
(39,81,87)
(57,46,45)
(69,15,66)
(83,44,99)
(82,37,15)
(96,21,19)
(99,20,7)
(10,22,17)
(7,0,84)
(73,49,77)
(39,71,61)
(14,81,42)
(16,39,99)
(96,36,74)
(37,87,30)
(9,7,75)
(63,88,62)
(0,63,20)
(90,45,47)
(4,66,78)
(64,6,15)
(98,93,60)
(22,27,44)
(36,97,38)
(63,32,78)
(70,2,18)
(36,44,87)
(39,98,73)
(66,90,23)
(55,15,75)
(93,73,12)
(93,64,20)
(59,53,41)
(1,64,40)
(46,13,58)
(82,60,35)
(32,52,24)
(37,53,11)
(13,82,45)
(90,35,98)
(46,98,40)
(50,9,76)
(51,1,91)
(71,82,59)
(34,22,22)
(22,17,96)
(46,10,18)
(6,76,81)
(9,29,87)
(47,26,25)
(94,54,94)
(73,60,45)
(4,36,32)
(66,77,87)
(94,81,52)
(92,59,55)
(48,74,41)
(40,94,10)
(99,33,11)
(9,72,0)
(38,75,97)
(31,58,24)
(44,7,11)
(53,54,34)
(17,57,69)
(88,77,92)
(10,71,43)
(28,93,44)
(55,30,15)
(71,4,15)
(95,54,41)
(84,96,66)
(90,59,61)
(63,11,46)
(86,17,28)
(57,34,47)
(32,7,26)
(51,78,93)
(53,54,33)
(71,72,45)
(42,67,56)
(96,60,35)
(98,22,86)
(5,82,81)
(17,5,91)
(60,40,15)
(30,34,79)
(53,9,41)
(9,59,50)
(46,20,5)
(79,27,66)
(37,0,94)
(17,49,3)
(60,30,43)
(24,14,3)
(84,18,66)
(2,78,68)
(6,5,17)
(55,48,8)
(32,51,9)
(12,39,32)
(16,1,16)
(39,93,37)
(82,5,31)
(18,77,39)
(85,50,80)
(10,32,11)
(19,33,97)
(2,93,49)
(73,31,41)
(65,10,69)
(23,18,76)
(81,17,64)
(48,41,26)
(13,19,95)
(59,90,2)
(67,89,68)
(84,77,90)
(84,54,22)
(39,35,78)
(46,65,7)
(58,15,35)
(14,63,28)
(4,4,63)
(84,9,38)
(32,23,97)
(81,14,93)
(46,16,12)
(98,67,58)
(66,53,20)
(80,21,42)
(42,34,44)
(42,64,91)
(61,76,97)
(98,83,85)
(30,70,11)
(11,50,53)
(16,3,21)
(65,32,48)
(78,27,35)
(48,68,40)
(22,17,22)
(9,0,6)
(98,74,55)
(79,31,23)
(99,98,59)
(65,55,88)
(35,26,48)
(71,20,87)
(18,21,70)
(74,8,93)
(23,33,91)
(56,46,37)
(38,63,93)
(46,49,68)
(99,98,79)
(6,34,32)
(56,60,16)
(23,95,68)
(88,79,80)
(24,44,20)
(9,69,21)
(61,74,28)
(74,30,51)
(2,12,48)
(81,58,46)
(48,72,25)
(60,39,7)
(53,81,77)
(84,30,69)
(93,17,81)
(88,60,43)
(29,73,88)
(7,43,54)
(7,38,73)
(52,80,49)
(51,34,9)
(68,38,53)
(77,23,69)
(70,60,91)
(61,47,41)
(58,31,42)
(35,89,19)
(60,35,52)
(3,18,93)
(79,65,18)
(93,44,58)
(79,84,6)
(27,56,63)
(16,34,6)
(51,0,29)
(41,85,58)
(96,34,52)
(39,21,62)
(45,39,19)
(85,55,67)
(63,8,3)
(55,43,55)
(57,31,71)
(23,0,27)
(51,7,38)
(76,2,41)
(88,69,79)
(44,64,66)
(81,67,20)
(19,19,60)
(34,69,82)
(66,12,65)
(82,48,50)
(73,19,40)
(53,91,39)
(67,82,94)
(80,5,28)
(71,68,3)
(63,85,45)
(63,85,77)
(14,71,45)
(1,37,70)
(13,82,39)
(72,24,35)
(13,64,77)
(4,0,75)
(19,39,95)
(94,13,73)
(63,32,48)
(88,55,73)
(22,88,98)
(62,77,20)
(46,30,25)
(46,54,53)
(50,65,30)
(55,81,58)
(53,35,88)
(77,79,76)
(73,10,49)
(71,59,48)
(25,62,71)
(92,46,65)
(26,65,56)
(67,22,90)
(88,8,70)
(60,14,76)
(37,6,98)
(70,10,18)
(60,82,93)
(79,92,12)
(46,80,62)
(94,31,90)
(50,31,95)
(84,10,97)
(4,41,47)
(40,36,23)
(74,29,0)
(63,15,62)
(73,82,35)
(86,20,38)
(41,66,58)
(80,74,69)
(87,8,82)
(34,60,1)
(22,12,60)
(24,20,71)
(73,39,16)
(80,55,2)
(36,41,40)
(0,98,62)
(19,41,93)
(35,62,52)
(33,59,87)
(73,66,96)
(7,25,3)
(72,70,21)
(48,43,45)
(34,13,38)
(9,30,10)
(24,83,52)
(11,55,85)
(72,62,69)
(92,17,47)
(39,98,98)
(39,62,61)
(3,29,36)
(5,46,17)
(17,27,18)
(38,43,27)
(43,31,83)
(83,90,96)
(77,32,37)
(10,73,56)
(34,52,19)
(12,33,87)
(95,21,64)
(76,6,62)
(7,65,9)
(32,7,62)
(43,28,69)
(76,73,24)
(50,83,80)
(68,10,47)
(39,7,80)
(88,45,83)
(49,47,49)
(93,79,85)
(16,88,70)
(42,87,79)
(31,52,85)
(61,29,41)
(76,33,9)
(91,51,58)
(91,35,78)
(69,70,55)
(34,80,50)
(4,58,25)
(32,94,39)
(64,33,86)
(38,65,64)
(82,55,61)
(6,67,18)
(11,91,79)
(79,22,38)
(48,56,73)
(36,89,41)
(74,1,92)
(47,70,19)
(76,82,21)
(55,11,72)
(57,25,15)
(75,22,12)
(80,84,33)
(62,1,92)
(39,41,12)
(87,24,86)
(91,56,82)
(25,93,60)
(24,81,3)
(91,84,89)
(51,47,64)
(47,87,34)
(25,20,54)
(10,80,4)
(12,18,78)
(19,34,12)
(69,73,27)
(69,87,42)
(5,25,22)
(1,12,12)
(1,82,53)
(12,38,1)
(29,96,48)
(29,11,19)
(75,4,96)
(25,66,49)
(2,19,29)
(28,95,14)
(23,69,10)
(26,41,43)
(5,98,75)
(10,49,67)
(34,43,7)
(56,23,35)
(57,89,15)
(35,41,49)
(88,70,56)
(20,63,59)
(25,53,18)
(13,70,98)
(96,16,16)
(37,39,78)
(51,31,85)
(37,84,52)
(5,63,79)
(14,36,40)
(63,93,15)
(86,48,10)
(8,55,83)
(22,25,46)
(31,66,80)
(71,79,17)
(76,84,19)
(46,94,60)
(57,50,75)
(96,13,11)
(17,79,78)
(2,16,58)
(82,75,72)
(47,95,95)
(52,68,20)
(70,56,72)
(28,33,31)
(55,33,70)
(42,67,52)
(27,69,14)
(78,48,43)
(56,70,20)
(79,44,42)
(81,2,11)
(91,46,30)
(4,81,6)
(65,64,94)
(51,71,80)
(85,84,48)
(23,98,91)
(82,93,8)
(81,5,52)
(51,95,15)
(98,64,21)
(90,72,62)
(89,84,14)
(38,22,83)
(30,72,33)
(57,9,15)
(20,5,7)
(19,57,98)
(70,54,18)
(4,58,38)
(46,97,32)
(96,34,1)
(92,68,2)
(93,76,67)
(21,33,38)
(28,52,68)
(53,84,30)
(80,71,44)
(7,62,40)
(48,86,79)
(46,5,95)
(84,57,71)
(86,39,86)
(0,38,30)
(4,24,25)
(39,64,89)
(80,13,52)
(30,53,51)
(51,59,27)
(38,64,39)
(2,79,33)
(2,32,29)
(41,35,55)
(48,75,16)
(16,55,5)
(81,72,7)
(29,15,61)
(88,39,74)
(82,63,60)
(89,74,85)
(29,21,66)
(92,46,67)
(86,7,16)
(53,15,14)
(61,3,98)
(55,79,26)
(27,6,32)
(34,38,12)
(45,89,61)
(42,85,59)
(8,84,15)
(7,66,45)
(21,14,85)
(51,43,38)
(84,32,87)
(85,42,38)
(91,64,1)
(91,86,70)
(96,66,26)
(93,90,84)
(30,52,21)
(38,66,61)
(10,42,43)
(49,33,17)
(9,16,2)
(0,14,47)
(77,5,96)
(45,64,48)
(46,15,51)
(17,67,56)
(85,24,39)
(23,48,44)
(23,24,89)
(60,75,78)
(97,20,98)
(97,35,26)
(40,43,7)
(48,47,6)
(34,9,44)
(26,95,26)
(83,97,18)
(43,5,58)
(91,22,17)
(90,20,83)
(21,44,18)
(64,19,8)
(62,28,48)
(90,32,82)
(58,32,52)
(11,60,57)
(84,40,14)
(15,48,25)
(96,8,20)
(47,8,0)
(35,2,66)
(14,9,79)
(46,89,82)
(91,27,72)
(27,44,71)
(85,46,66)
(19,29,13)
(36,97,92)
(16,97,58)
(89,76,56)
(53,79,54)
(82,73,62)
(79,82,46)
(31,84,14)
(15,74,34)
(98,22,51)
(28,25,20)
(99,80,78)
(63,95,90)
(23,85,17)
(38,4,71)
(98,85,63)
(50,91,79)
(20,12,40)
(76,98,59)
(42,99,63)
(77,56,98)
(49,11,81)
(87,53,72)
(36,50,12)
(80,39,88)
(7,38,80)
(51,92,13)
(1,28,23)
(70,71,18)
(90,51,26)
(39,51,94)
(18,7,5)
(17,97,3)
(42,44,11)
(36,80,24)
(38,8,7)
(95,63,34)
(53,63,28)
(49,83,3)
(28,21,40)
(64,4,6)
(63,28,96)
(96,66,73)
(61,4,80)
(28,64,35)
(78,44,59)
(88,98,12)
(66,64,43)
(39,4,67)
(49,60,31)
(54,72,77)
(54,87,23)
(28,2,25)
(79,59,59)
(65,96,35)
(59,92,39)
(44,11,82)
(68,84,25)
(62,98,62)
(61,78,29)
(80,80,70)
(55,86,23)
(44,82,73)
(96,38,37)
(36,69,36)
(73,70,36)
(3,98,72)
(74,51,94)
(36,24,32)
(25,95,32)
(46,82,31)
(60,6,61)
(27,18,3)
(13,99,18)
(99,32,39)
(41,63,52)
(31,87,84)
(64,25,56)
(58,80,22)
(95,33,41)
(50,11,7)
(64,45,5)
(25,37,85)
(17,61,79)
(74,28,95)
(35,52,54)
(35,0,49)
(89,71,57)
(6,34,5)
(17,21,22)
(11,70,79)
(95,32,53)
(15,28,70)
(4,88,27)
(90,69,27)
(98,64,90)
(0,52,8)
(6,45,28)
(51,68,99)
(46,58,21)
(10,69,96)
(74,15,13)
(94,83,60)
(29,40,25)
(74,88,90)
(59,13,52)
(96,15,53)
(47,73,18)
(37,45,2)
(93,1,2)
(26,2,59)
(16,5,28)
(69,23,5)
(46,96,53)
(88,1,61)
(72,4,88)
(85,26,4)
(35,98,15)
(28,71,4)
(29,50,42)
(83,36,17)
(53,67,59)
(78,42,29)
(19,81,91)
(32,30,86)
(44,12,19)
(77,12,54)
(76,15,17)
(92,64,71)
(30,54,46)
(80,92,65)
(22,11,33)
(27,42,70)
(69,28,91)
(70,93,39)
(38,90,69)
(99,97,22)
(84,96,3)
(51,31,77)
(2,71,78)
(88,18,23)
(66,8,62)
(87,52,61)
(94,27,36)
(13,33,59)
(49,85,36)
(48,0,43)
(10,20,44)
(11,25,14)
(61,68,69)
(0,24,37)
(80,69,57)
(87,26,66)
(46,84,21)
(11,44,4)
(64,74,47)
(95,99,87)
(38,7,95)
(62,91,64)
(75,93,92)
(29,6,66)
(3,57,79)
(92,36,22)
(81,69,76)
(8,53,7)
(32,37,40)
(5,98,60)
(21,61,19)
(64,14,35)
(46,14,6)
(32,20,65)
(47,80,72)
(4,85,53)
(77,42,27)
(54,94,74)
(92,83,85)
(25,17,49)
(7,28,41)
(40,58,0)
(4,66,89)
(13,12,63)
(48,63,97)
(91,11,59)
(9,32,96)
(89,64,49)
(7,13,64)
(30,58,91)
(78,73,97)
(47,47,81)
(8,49,30)
(84,22,10)
(11,66,17)
(51,93,15)
(27,29,51)
(97,18,18)
(88,52,80)
(89,39,58)
(80,72,77)
(47,89,22)
(79,59,96)
(51,22,89)
(76,48,30)
(44,78,70)
(69,8,81)
(87,55,68)
(75,26,99)
(29,36,59)
(39,29,23)
(47,97,9)
(55,56,57)
(8,91,28)
(10,17,65)
(31,81,54)
(56,75,59)
(94,28,64)
(85,16,70)
(23,89,86)
(88,73,67)
(24,62,40)
(91,68,94)
(10,17,42)
(1,10,88)
(40,34,91)
(59,4,14)
(94,94,65)
(9,88,49)
(38,16,96)
(90,29,7)
(14,75,47)
(86,55,37)
(36,62,11)
(43,30,9)
(77,86,65)
(46,57,74)
(58,93,4)
(73,52,27)
(79,7,11)
(69,45,26)
(66,22,87)
(31,54,50)
(9,52,61)
(72,75,39)
(64,4,15)
(95,5,94)
(16,85,96)
(37,92,62)
(88,7,22)
(3,0,51)
(83,25,47)
(49,30,51)
(85,23,25)
(80,63,28)
(50,17,84)
(85,58,43)
(8,89,53)
(32,53,1)
(90,88,45)
(64,60,94)
(28,33,61)
(80,55,99)
(6,67,35)
(76,76,38)
(61,57,81)
(13,22,89)
(17,53,26)
(4,11,39)
(19,9,75)
(47,59,72)
(2,50,30)
(89,84,45)
(73,5,8)
(27,53,94)
(76,32,80)
(44,35,40)
(89,27,81)
(15,79,66)
(30,46,0)
(67,65,99)
(10,60,46)
(96,1,68)
(26,46,26)
(90,90,95)
(39,60,19)
(44,48,33)
(12,60,58)
(20,85,20)
(58,28,46)
(6,25,12)
(99,72,73)
(82,90,37)
(50,25,13)
(37,74,35)
(67,51,49)
(8,13,44)
(97,86,5)
(19,49,27)
(41,20,57)
(34,56,57)
(73,31,82)
(90,34,18)
(90,91,77)
(24,13,72)
(77,11,16)
(88,23,71)
(36,46,59)
(98,69,79)
(70,81,73)
(40,74,83)
(47,84,14)
(10,40,45)
(75,35,64)
(28,34,71)
(36,37,34)
(83,75,16)
(20,59,22)
(20,37,47)
(52,50,49)
(58,82,94)
(42,68,75)
(24,66,13)
(40,25,20)
(94,94,99)
(24,76,44)
(54,14,35)
(43,96,89)
(24,6,40)
(41,38,99)
(23,33,5)
(15,35,97)
(0,85,91)
(70,81,58)
(22,27,43)
(19,71,73)
(55,36,70)
(90,10,16)
(37,62,89)
(77,45,45)
(66,49,41)
(91,11,65)
(15,46,88)
(52,87,54)
(22,55,21)
(59,25,12)
(26,23,5)
(29,5,67)
(44,15,93)
(95,55,26)
(39,30,84)
(2,94,11)
(39,98,19)
(67,59,48)
(58,30,23)
(62,44,43)
(68,36,63)
(7,58,78)
(39,92,26)
(91,74,24)
(26,97,90)
(43,3,55)
(53,65,94)
(32,57,2)
(34,2,38)
(30,45,28)
(9,84,97)
(83,62,40)
(85,55,88)
(80,8,24)
(99,45,49)
(75,34,6)
(88,62,42)
(81,51,59)
(47,72,93)
(9,69,41)
(51,43,34)
(18,56,74)
(19,60,70)
(8,32,46)
(61,86,39)
(1,44,22)
(39,73,66)
(10,65,39)
(63,81,67)
(24,99,89)
(17,36,86)
(77,5,53)
(16,91,46)
(89,35,30)
(83,11,14)
(14,16,93)
(72,48,37)
(38,50,44)
(38,70,90)
(48,63,52)
(81,91,25)
(7,61,77)
(0,64,70)
(13,3,73)
(41,92,21)
(99,23,4)
(29,73,37)
(73,96,94)
(48,38,33)
(31,95,19)
(46,11,54)
(26,85,34)
(1,36,5)
(1,69,9)
(66,6,91)
(11,54,38)
(63,46,98)
(13,78,60)
(44,8,87)
(63,66,58)
(86,35,59)
(64,91,66)
(73,13,34)
(57,99,78)
(90,81,95)
(37,63,13)
(26,24,38)
(94,23,4)
(48,53,14)
(47,56,15)
(70,79,45)
(11,12,76)
(55,43,81)
(63,31,88)
(62,16,29)
(56,30,69)
(73,5,14)
(56,41,95)
(84,60,34)
(72,32,50)
(66,55,27)
(5,57,7)
(12,15,35)
(22,81,90)
(0,90,38)
(71,45,90)
(28,92,14)
(68,88,4)
(20,58,81)
(75,69,18)
(27,91,50)
(66,34,2)
(21,32,99)
(16,42,90)
(97,84,95)
(34,70,2)
(82,68,59)
(12,86,68)
(26,74,50)
(53,94,70)
(57,66,28)
(48,35,33)
(40,56,3)
(1,13,25)
(45,32,65)
(58,5,68)
(5,7,13)
(69,81,94)
(92,40,94)
(75,28,14)
(83,81,77)
(72,25,33)
(38,30,71)
(72,47,42)
(58,16,72)
(94,42,7)
(33,56,48)
(48,98,33)
(60,18,81)
(72,2,86)
(9,33,97)
(99,82,37)
(44,0,31)
(63,73,6)
(70,31,38)
(2,38,19)
(26,17,49)
(35,76,30)
(24,97,86)
(52,72,92)
(16,89,38)
(65,26,70)
(31,4,8)
(0,45,0)
(72,5,32)
(21,89,3)
(52,40,38)
(90,1,56)
(93,89,68)
(56,89,83)
(62,9,6)
(2,87,26)
(15,88,93)
(97,40,24)
(68,31,46)
(67,28,39)
(48,71,77)
(55,11,51)
(10,15,39)
(37,94,34)
(23,89,18)
(75,75,14)
(47,28,21)
(38,75,17)
(30,65,45)
(14,50,74)
(30,61,45)
(94,70,55)
(95,76,4)
(85,87,81)
(93,88,51)
(60,49,52)
(87,49,3)
(76,19,56)
(26,10,29)
(19,80,0)
(92,99,56)
(40,81,67)
(42,28,88)
(29,86,85)
(71,39,81)
(61,57,13)
(7,18,42)
(3,30,5)
(96,66,1)
(67,93,54)
(33,34,95)
(30,20,75)
(57,19,66)
(55,4,26)
(65,44,28)
(61,95,33)
(69,80,47)
(92,4,40)
(92,75,94)
(43,97,89)
(38,69,86)
(55,97,47)
(54,6,99)
(82,2,10)
(73,34,56)
(68,27,0)
(99,72,35)
(80,34,71)
(5,91,15)
(78,64,84)
(18,58,16)
(73,82,31)
(85,77,23)
(22,9,60)
(65,36,74)
(46,20,47)
(66,15,12)
(11,83,23)
(7,34,41)
(97,9,67)
(77,37,75)
(97,11,75)
(51,58,63)
(74,38,54)
(45,56,67)
(26,99,34)
(52,8,47)
(32,79,45)
(89,99,79)
(33,4,30)
(78,54,87)
(38,21,79)
(71,85,17)
(97,16,36)
(80,46,37)
(48,6,78)
(28,30,93)
(64,33,81)
(99,95,13)
(89,33,68)
(90,34,19)
(13,25,43)
(79,14,77)
(51,26,31)
(42,56,41)
(55,44,78)
(71,47,17)
(82,55,98)
(88,64,33)
(76,31,25)
(34,84,59)
(89,48,14)
(11,60,18)
(32,75,27)
(47,41,94)
(74,16,44)
(58,63,45)
(82,74,89)
(57,10,75)
(83,61,36)
(67,27,13)
(68,36,10)
(76,20,41)
(16,9,69)
(78,99,43)
(1,68,21)
(78,93,71)
(87,62,94)
(91,77,59)
(45,24,42)
(90,11,62)
(34,79,56)
(43,19,35)
(60,63,28)
(1,7,31)
(93,31,85)
(81,78,38)
(90,39,38)
(54,59,72)
(16,99,22)
(62,19,16)
(70,2,3)
(48,25,38)
(70,83,84)
(9,28,81)
(40,44,35)
(54,89,27)
(50,49,72)
(86,39,38)
(41,5,35)
(82,41,13)
(29,29,44)
(61,14,43)
(98,43,24)
(33,42,92)
(40,14,76)
(27,58,78)
(39,20,87)
(71,14,64)
(20,58,73)
(94,49,59)
(46,5,83)
(70,53,89)
(99,61,43)
(12,40,92)
(46,70,36)
(0,93,18)
(25,91,57)
(54,34,3)
(77,97,75)
(81,10,92)
(60,84,62)
(95,2,46)
(86,24,10)
(37,9,63)
(20,86,99)
(56,75,18)
(57,63,78)
(10,27,39)
(18,21,60)
(1,73,96)
(4,33,86)
(57,20,5)
(74,78,22)
(16,15,52)
(83,18,30)
(3,1,43)
(74,49,8)
(97,87,39)
(91,33,53)
(6,11,96)
(49,54,72)
(2,68,47)
(33,92,58)
(21,1,35)
(41,90,69)
(60,43,88)
(80,37,65)
(20,92,60)
(97,73,23)
(46,41,46)
(22,66,45)
(92,53,64)
(66,34,91)
(76,48,45)
(95,60,65)
(10,47,73)
(67,5,25)
(32,68,96)
(43,23,20)
(65,22,1)
(35,72,94)
(28,3,73)
(51,1,60)
(69,64,78)
(10,82,1)
(23,83,44)
(10,5,14)
(49,19,30)
(55,49,0)
(88,72,90)
(85,38,43)
(21,42,28)
(68,50,31)
(11,50,45)
(96,84,9)
(89,11,72)
(15,69,62)
(72,64,33)
(42,89,22)
(58,16,58)
(40,17,67)
(9,93,37)
(94,16,24)
(3,52,73)
(55,61,13)
(12,53,78)
(79,3,61)
(65,49,86)
(0,96,2)
(80,44,11)
(54,65,46)
(69,20,54)
(28,3,51)
(70,23,63)
(2,15,80)
(94,17,44)
(46,84,23)
(60,80,19)
(33,27,43)
(71,32,54)
(22,69,22)
(45,48,63)
(57,25,17)
(47,64,36)
(21,90,98)
(16,85,23)
(56,98,0)
(36,50,39)
(81,96,49)
(7,85,41)
(63,81,76)
(68,72,63)
(75,71,52)
(90,81,66)
(57,93,41)
(1,15,34)
(50,37,20)
(21,94,17)
(0,80,92)
(95,49,2)
(86,87,20)
(12,78,83)
(5,49,27)
(88,75,33)
(89,68,39)
(48,81,36)
(93,80,71)
(0,83,28)
(13,36,6)
(11,33,97)
(26,24,42)
(45,22,47)
(83,63,28)
(32,3,35)
(58,22,4)
(68,57,47)
(71,91,32)
(78,67,15)
(92,65,9)
(25,63,4)
(36,18,19)
(46,84,38)
(49,2,41)
(99,97,77)
(9,23,24)
(38,37,51)
(39,29,43)
(52,61,0)
(12,90,72)
(43,38,7)
(28,52,24)
(49,45,74)
(17,83,45)
(41,46,88)
(77,10,87)
(21,93,11)
(19,48,25)
(34,7,2)
(35,2,60)
(47,30,6)
(60,62,51)
(57,75,22)
(98,18,82)
(55,79,45)
(51,70,11)
(24,46,88)
(49,55,71)
(28,0,2)
(34,39,7)
(57,24,7)
(82,98,38)
(96,10,41)
(47,78,20)
(80,16,51)
(18,40,92)
(88,55,48)
(2,5,33)
(32,29,98)
(59,5,35)
(60,87,83)
(35,5,20)
(95,69,34)
(81,42,25)
(97,94,34)
(38,58,55)
(7,28,95)
(42,5,70)
(80,52,88)
(53,80,75)
(11,23,44)
(53,17,43)
(15,53,69)
(57,31,98)
(10,40,98)
(17,46,59)
(57,76,6)
(37,86,51)
(50,72,44)
(2,81,19)
(27,35,92)
(50,35,5)
(44,86,81)
(96,29,6)
(60,59,15)
(18,10,64)
(22,98,52)
(99,14,81)
(94,70,9)
(98,17,80)
(21,26,41)
(99,49,68)
(31,6,98)
(21,92,78)
(45,92,92)
(88,7,29)
(37,51,29)
(44,66,4)
(53,77,26)
(36,37,41)
(81,40,99)
(60,58,79)
(48,0,54)
(47,61,56)
(44,73,22)
(27,81,3)
(17,2,18)
(79,31,21)
(51,25,33)
(29,67,60)
(86,97,33)
(69,22,55)
(25,92,22)
(40,16,19)
(31,91,4)
(99,33,90)
(7,22,29)
(53,37,55)
(64,25,84)
(68,76,93)
(36,98,76)
(66,40,40)
(80,4,31)
(37,72,50)
(54,67,58)
(6,17,20)
(76,66,79)
(52,70,46)
(87,31,56)
(19,61,93)
(20,12,98)
(54,59,15)
(80,31,44)
(82,67,22)
(92,63,95)
(33,68,4)
(98,42,88)
(11,93,98)
(22,37,96)
(7,7,5)
(73,22,20)
(47,57,9)
(19,54,29)
(9,2,87)
(70,36,16)
(15,92,25)
(43,74,40)
(87,70,81)
(64,59,12)
(29,39,60)
(77,85,1)
(9,44,82)
(56,86,8)
(89,20,71)
(22,69,16)
(42,35,77)
(53,5,74)
(60,38,83)
(21,35,41)
(95,53,20)
(25,9,30)
(0,13,33)
(79,53,15)
(22,38,65)
(9,72,24)
(97,52,20)
(12,59,9)
(35,41,90)
(65,40,4)
(39,56,26)
(35,52,77)
(55,90,94)
(72,3,59)
(48,92,99)
(93,66,75)
(0,41,27)
(35,23,41)
(39,85,38)
(0,80,37)
(12,53,59)
(99,73,67)
(93,52,8)
(53,15,94)
(86,67,43)
(21,43,85)
(7,86,35)
(23,3,64)
(49,13,30)
